"","LeafLength","ID","Stress","Genotype","Day"
"2567",10.6,"145","drought","18",11
"2568",9.2,"143","drought","18",11
"2569",10.5,"81","drought","19",11
"2570",9.4,"196","drought","19",11
"2571",10,"43","drought","20",11
"2572",9.5,"160","drought","20",11
"2573",9.4,"197","drought","21",11
"2574",11.2,"238","drought","21",11
"2575",11.5,"97","drought","22",11
"2576",9,"188","drought","22",11
"2577",9.1,"102","drought","23",11
"2578",9,"44","drought","23",11
"2579",11.1,"121","drought","24",11
"2580",9.7,"218","drought","24",11
"2581",11.2,"111","drought","2",11
"2582",12.2,"219","drought","2",11
"2583",8.7,"118","drought","25",11
"2584",7.7,"190","drought","25",11
"2585",10.7,"17","drought","26",11
"2586",11.5,"161","drought","26",11
"2587",8.8,"177","drought","27",11
"2588",9.7,"183","drought","27",11
"2589",13.2,"206","drought","28",11
"2590",13.1,"72","drought","28",11
"2591",11.5,"82","drought","29",11
"2592",12.8,"100","drought","29",11
"2593",11.9,"77","drought","30",11
"2594",9.9,"11","drought","30",11
"2595",8.8,"74","drought","31",11
"2596",11.6,"23","drought","31",11
"2597",11.2,"22","drought","32",11
"2598",11.4,"170","drought","32",11
"2599",10.9,"13","drought","33",11
"2600",9.5,"94","drought","33",11
"2601",8.2,"194","drought","34",11
"2602",8,"51","drought","34",11
"2603",9.3,"181","drought","3",11
"2604",10.2,"228","drought","3",11
"2605",10.6,"134","drought","35",11
"2606",10.1,"127","drought","35",11
"2607",6,"209","drought","36",11
"2608",9.2,"163","drought","36",11
"2609",11.3,"27","drought","37",11
"2610",8.7,"203","drought","37",11
"2611",9.1,"3","drought","38",11
"2612",11.6,"131","drought","38",11
"2613",10.2,"150","drought","39",11
"2614",10.7,"216","drought","39",11
"2615",10.6,"70","drought","40",11
"2616",7.4,"99","drought","40",11
"2617",10.8,"235","drought","41",11
"2618",8.4,"124","drought","41",11
"2619",11,"113","drought","42",11
"2620",10,"141","drought","42",11
"2621",10.1,"59","drought","43",11
"2622",9.8,"83","drought","43",11
"2623",9.6,"136","drought","44",11
"2624",9.9,"212","drought","44",11
"2625",10,"186","drought","45",11
"2626",10.8,"20","drought","45",11
"2627",8,"140","drought","46",11
"2628",7.3,"176","drought","46",11
"2629",13.8,"225","drought","47",11
"2630",11,"80","drought","47",11
"2631",8.8,"63","drought","48",11
"2632",9.2,"147","drought","48",11
"2633",9.6,"9","drought","4",11
"2634",8.6,"79","drought","4",11
"2635",10.9,"26","drought","5",11
"2636",11.1,"158","drought","5",11
"2637",10.4,"37","drought","6",11
"2638",10.1,"75","drought","6",11
"2639",12.1,"201","drought","7",11
"2640",10.9,"68","drought","7",11
"2642",13.2,"62","control","17",12
"2643",12.7,"35","control","17",12
"2644",13.6,"91","control","17",12
"2645",13.3,"76","control","17",12
"2646",12,"108","control","17",12
"2647",12.1,"149","control","31",12
"2648",14.7,"237","control","31",12
"2649",16.9,"223","control","31",12
"2651",12.4,"28","control","31",12
"2652",16.8,"240","control","31",12
"2655",12.1,"157","control","48",12
"2656",12.3,"122","control","48",12
"2657",13.1,"7","control","48",12
"2658",10.4,"52","control","48",12
"2659",16.5,"57","control","5",12
"2660",14.5,"213","control","5",12
"2662",14.2,"31","control","5",12
"2663",15.1,"187","control","5",12
"2664",13.6,"104","control","5",12
"2665",9.7,"34","drought","17",12
"2666",9,"98","drought","17",12
"2668",10,"171","drought","17",12
"2670",8.3,"132","drought","17",12
"2671",12.2,"217","drought","31",12
"2672",13.6,"230","drought","31",12
"2675",15.6,"211","drought","31",12
"2676",10.8,"184","drought","31",12
"2677",10.3,"153","drought","48",12
"2678",9.6,"162","drought","48",12
"2679",14.4,"174","drought","48",12
"2680",9.6,"47","drought","48",12
"2683",12.2,"5","drought","5",12
"2684",13.4,"165","drought","5",12
"2687",10.8,"103","drought","5",12
"2688",11.9,"12","drought","5",12
"2689",9.7,"152","control","8",12
"2690",13.3,"180","control","8",12
"2691",12.2,"29","control","9",12
"2692",10.6,"109","control","9",12
"2693",14.1,"189","control","10",12
"2694",12.8,"227","control","10",12
"2695",17.3,"205","control","11",12
"2696",17,"159","control","11",12
"2697",15.2,"156","control","12",12
"2698",13.7,"168","control","12",12
"2699",11.5,"6","control","13",12
"2700",15.5,"231","control","13",12
"2701",11.2,"16","control","14",12
"2702",12.7,"88","control","14",12
"2703",15.4,"14","control","15",12
"2704",13.5,"64","control","15",12
"2705",13.6,"67","control","16",12
"2706",15.1,"195","control","16",12
"2707",14.2,"53","control","1",12
"2708",13.8,"204","control","1",12
"2709",12.9,"222","control","17",12
"2710",12.7,"175","control","17",12
"2711",13.4,"193","control","18",12
"2712",14,"154","control","18",12
"2713",13.5,"85","control","19",12
"2714",14.4,"210","control","19",12
"2715",12.2,"15","control","20",12
"2716",11,"36","control","20",12
"2717",12.7,"2","control","21",12
"2718",13.9,"207","control","21",12
"2719",12.4,"46","control","22",12
"2720",13.5,"40","control","22",12
"2721",11.9,"19","control","23",12
"2722",11.6,"55","control","23",12
"2723",13.4,"25","control","24",12
"2724",13.7,"93","control","24",12
"2725",13.1,"101","control","2",12
"2726",15.5,"236","control","2",12
"2727",9.8,"106","control","25",12
"2728",9.8,"116","control","25",12
"2729",12.4,"167","control","26",12
"2730",11.8,"144","control","26",12
"2731",11.6,"1","control","27",12
"2732",11.3,"24","control","27",12
"2733",18.3,"135","control","28",12
"2734",16.1,"4","control","28",12
"2735",17,"185","control","29",12
"2736",16,"126","control","29",12
"2737",12.4,"105","control","30",12
"2738",11.9,"142","control","30",12
"2739",11.5,"66","control","31",12
"2740",13.4,"200","control","31",12
"2741",13,"69","control","32",12
"2742",14.7,"234","control","32",12
"2743",10.4,"198","control","33",12
"2744",11.3,"84","control","33",12
"2745",11.8,"221","control","34",12
"2746",10.7,"56","control","34",12
"2747",11.7,"172","control","3",12
"2748",11.4,"220","control","3",12
"2749",11.9,"45","control","35",12
"2750",11.8,"8","control","35",12
"2751",11.6,"95","control","36",12
"2752",10.5,"164","control","36",12
"2753",11.9,"169","control","37",12
"2754",10.5,"78","control","37",12
"2755",12.9,"33","control","38",12
"2756",11.7,"120","control","38",12
"2757",15.5,"129","control","39",12
"2758",13.5,"71","control","39",12
"2759",12.3,"42","control","40",12
"2760",11.8,"114","control","40",12
"2761",10.7,"138","control","41",12
"2762",11,"87","control","41",12
"2763",3.9,"125","control","42",12
"2764",13.3,"18","control","42",12
"2765",6.4,"110","control","43",12
"2766",12.2,"107","control","43",12
"2767",10.6,"73","control","44",12
"2768",12,"224","control","44",12
"2769",14.5,"49","control","45",12
"2770",15.4,"229","control","45",12
"2771",13,"215","control","46",12
"2772",12.5,"32","control","46",12
"2773",15,"60","control","47",12
"2774",12.5,"96","control","47",12
"2775",9.2,"61","control","48",12
"2776",10.3,"166","control","48",12
"2777",11.8,"89","control","4",12
"2778",11.1,"90","control","4",12
"2779",13.3,"173","control","5",12
"2780",15.9,"182","control","5",12
"2781",13.5,"54","control","6",12
"2782",14,"155","control","6",12
"2783",17.8,"233","control","7",12
"2784",15.4,"192","control","7",12
"2785",10.1,"137","drought","8",12
"2786",11.1,"151","drought","8",12
"2787",9.6,"146","drought","9",12
"2788",9.7,"112","drought","9",12
"2789",8,"130","drought","10",12
"2790",9.7,"208","drought","10",12
"2791",12.7,"117","drought","11",12
"2792",11.6,"30","drought","11",12
"2793",11.7,"10","drought","12",12
"2794",10.5,"92","drought","12",12
"2795",12.3,"21","drought","13",12
"2796",10.4,"119","drought","13",12
"2797",10.4,"50","drought","14",12
"2798",9.5,"86","drought","14",12
"2799",15,"115","drought","15",12
"2800",13.9,"148","drought","15",12
"2801",14.1,"178","drought","16",12
"2802",12.2,"128","drought","16",12
"2803",11.4,"123","drought","1",12
"2804",10.5,"232","drought","1",12
"2805",11,"133","drought","17",12
"2806",10.4,"226","drought","17",12
"2807",10.8,"145","drought","18",12
"2808",9.2,"143","drought","18",12
"2809",10.5,"81","drought","19",12
"2810",9.4,"196","drought","19",12
"2811",10.3,"43","drought","20",12
"2812",9.7,"160","drought","20",12
"2813",9.9,"197","drought","21",12
"2814",11.4,"238","drought","21",12
"2815",11.3,"97","drought","22",12
"2816",9.7,"188","drought","22",12
"2817",9.2,"102","drought","23",12
"2818",9.2,"44","drought","23",12
"2819",11.4,"121","drought","24",12
"2820",10,"218","drought","24",12
"2821",11.2,"111","drought","2",12
"2822",12.2,"219","drought","2",12
"2823",9.1,"118","drought","25",12
"2824",8.3,"190","drought","25",12
"2825",10.9,"17","drought","26",12
"2826",11.9,"161","drought","26",12
"2827",9,"177","drought","27",12
"2828",10.2,"183","drought","27",12
"2829",13.3,"206","drought","28",12
"2830",13.4,"72","drought","28",12
"2831",11.4,"82","drought","29",12
"2832",13.7,"100","drought","29",12
"2833",12.1,"77","drought","30",12
"2834",10,"11","drought","30",12
"2835",8.8,"74","drought","31",12
"2836",11.4,"23","drought","31",12
"2837",11.3,"22","drought","32",12
"2838",10.4,"170","drought","32",12
"2839",11.4,"13","drought","33",12
"2840",10.2,"94","drought","33",12
"2841",8,"194","drought","34",12
"2842",8.2,"51","drought","34",12
"2843",9.6,"181","drought","3",12
"2844",10.2,"228","drought","3",12
"2845",11.1,"134","drought","35",12
"2846",9.9,"127","drought","35",12
"2847",7,"209","drought","36",12
"2848",9.7,"163","drought","36",12
"2849",11.8,"27","drought","37",12
"2850",9.1,"203","drought","37",12
"2851",9.8,"3","drought","38",12
"2852",12.3,"131","drought","38",12
"2853",10.7,"150","drought","39",12
"2854",10.9,"216","drought","39",12
"2855",10.5,"70","drought","40",12
"2856",7.8,"99","drought","40",12
"2857",10.6,"235","drought","41",12
"2858",9.2,"124","drought","41",12
"2859",11.4,"113","drought","42",12
"2860",10.2,"141","drought","42",12
"2861",10.3,"59","drought","43",12
"2862",9.5,"83","drought","43",12
"2863",9.4,"136","drought","44",12
"2864",9.9,"212","drought","44",12
"2865",10.4,"186","drought","45",12
"2866",11,"20","drought","45",12
"2867",7.9,"140","drought","46",12
"2868",7,"176","drought","46",12
"2869",13.9,"225","drought","47",12
"2870",11.7,"80","drought","47",12
"2871",9,"63","drought","48",12
"2872",9.2,"147","drought","48",12
"2873",10.2,"9","drought","4",12
"2874",9,"79","drought","4",12
"2875",11.1,"26","drought","5",12
"2876",11.1,"158","drought","5",12
"2877",10.8,"37","drought","6",12
"2878",10.6,"75","drought","6",12
"2879",12.5,"201","drought","7",12
"2880",10.9,"68","drought","7",12
"2882",14,"62","control","17",13
"2883",13.7,"35","control","17",13
"2884",14.4,"91","control","17",13
"2885",14,"76","control","17",13
"2886",12.3,"108","control","17",13
"2887",13.2,"149","control","31",13
"2888",15.1,"237","control","31",13
"2889",17.2,"223","control","31",13
"2891",12.8,"28","control","31",13
"2892",16.9,"240","control","31",13
"2895",13.1,"157","control","48",13
"2896",12.3,"122","control","48",13
"2897",13.8,"7","control","48",13
"2898",10.9,"52","control","48",13
"2899",17.1,"57","control","5",13
"2900",15.1,"213","control","5",13
"2902",15.3,"31","control","5",13
"2903",15.4,"187","control","5",13
"2904",14.3,"104","control","5",13
"2905",10,"34","drought","17",13
"2906",9.1,"98","drought","17",13
"2908",10.7,"171","drought","17",13
"2910",9,"132","drought","17",13
"2911",12.8,"217","drought","31",13
"2912",13.5,"230","drought","31",13
"2915",15.6,"211","drought","31",13
"2916",10.8,"184","drought","31",13
"2917",10.5,"153","drought","48",13
"2918",9.8,"162","drought","48",13
"2919",14.3,"174","drought","48",13
"2920",9.9,"47","drought","48",13
"2923",12.8,"5","drought","5",13
"2924",13.7,"165","drought","5",13
"2927",11.5,"103","drought","5",13
"2928",12.6,"12","drought","5",13
"2929",10.2,"152","control","8",13
"2930",15.3,"180","control","8",13
"2931",11.9,"29","control","9",13
"2932",10.9,"109","control","9",13
"2933",14.2,"189","control","10",13
"2934",13,"227","control","10",13
"2935",17.3,"205","control","11",13
"2936",17.2,"159","control","11",13
"2937",15.5,"156","control","12",13
"2938",13.9,"168","control","12",13
"2939",12.5,"6","control","13",13
"2940",15.9,"231","control","13",13
"2941",12,"16","control","14",13
"2942",12.1,"88","control","14",13
"2943",16.3,"14","control","15",13
"2944",14.1,"64","control","15",13
"2945",14.2,"67","control","16",13
"2946",16.2,"195","control","16",13
"2947",14.6,"53","control","1",13
"2948",14.6,"204","control","1",13
"2949",13.5,"222","control","17",13
"2950",13.5,"175","control","17",13
"2951",13.7,"193","control","18",13
"2952",14.2,"154","control","18",13
"2953",14.9,"85","control","19",13
"2954",14,"210","control","19",13
"2955",12.7,"15","control","20",13
"2956",11.8,"36","control","20",13
"2957",13.5,"2","control","21",13
"2958",15.1,"207","control","21",13
"2959",12.7,"46","control","22",13
"2960",13,"40","control","22",13
"2961",12.4,"19","control","23",13
"2962",11.8,"55","control","23",13
"2963",13.7,"25","control","24",13
"2964",14.7,"93","control","24",13
"2965",14.2,"101","control","2",13
"2966",15.3,"236","control","2",13
"2967",10.4,"106","control","25",13
"2968",9.9,"116","control","25",13
"2969",12.5,"167","control","26",13
"2970",12.5,"144","control","26",13
"2971",12,"1","control","27",13
"2972",11.6,"24","control","27",13
"2973",18.8,"135","control","28",13
"2974",16.2,"4","control","28",13
"2975",16.9,"185","control","29",13
"2976",17,"126","control","29",13
"2977",12.5,"105","control","30",13
"2978",12.2,"142","control","30",13
"2979",12.1,"66","control","31",13
"2980",13.8,"200","control","31",13
"2981",12.7,"69","control","32",13
"2982",15,"234","control","32",13
"2983",13.1,"198","control","33",13
"2984",11,"84","control","33",13
"2985",12.2,"221","control","34",13
"2986",11.3,"56","control","34",13
"2987",12,"172","control","3",13
"2988",12.2,"220","control","3",13
"2989",12.2,"45","control","35",13
"2990",12,"8","control","35",13
"2991",11.1,"95","control","36",13
"2992",11.2,"164","control","36",13
"2993",11.3,"169","control","37",13
"2994",10.5,"78","control","37",13
"2995",13.7,"33","control","38",13
"2996",12.4,"120","control","38",13
"2997",15.7,"129","control","39",13
"2998",14,"71","control","39",13
"2999",12.8,"42","control","40",13
"3000",12.3,"114","control","40",13
"3001",11.7,"138","control","41",13
"3002",11.5,"87","control","41",13
"3003",3.5,"125","control","42",13
"3004",14,"18","control","42",13
"3005",6.7,"110","control","43",13
"3006",12.6,"107","control","43",13
"3007",10.8,"73","control","44",13
"3008",12.6,"224","control","44",13
"3009",15.1,"49","control","45",13
"3010",16.3,"229","control","45",13
"3011",14.4,"215","control","46",13
"3012",12.2,"32","control","46",13
"3013",15.9,"60","control","47",13
"3014",12.8,"96","control","47",13
"3015",10,"61","control","48",13
"3016",10.5,"166","control","48",13
"3017",12.7,"89","control","4",13
"3018",12,"90","control","4",13
"3019",13.8,"173","control","5",13
"3020",16.3,"182","control","5",13
"3021",14.1,"54","control","6",13
"3022",14.2,"155","control","6",13
"3023",18.8,"233","control","7",13
"3024",15.2,"192","control","7",13
"3025",10.1,"137","drought","8",13
"3026",10.1,"151","drought","8",13
"3027",9.6,"146","drought","9",13
"3028",9.7,"112","drought","9",13
"3029",7.9,"130","drought","10",13
"3030",9.7,"208","drought","10",13
"3031",12.8,"117","drought","11",13
"3032",11.8,"30","drought","11",13
"3033",11.1,"10","drought","12",13
"3034",10.1,"92","drought","12",13
"3035",11.8,"21","drought","13",13
"3036",10.8,"119","drought","13",13
"3037",10.5,"50","drought","14",13
"3038",9.3,"86","drought","14",13
"3039",14.1,"115","drought","15",13
"3040",14,"148","drought","15",13
"3041",14.2,"178","drought","16",13
"3042",12.1,"128","drought","16",13
"3043",11.6,"123","drought","1",13
"3044",10.2,"232","drought","1",13
"3045",11.5,"133","drought","17",13
"3046",10.7,"226","drought","17",13
"3047",10.6,"145","drought","18",13
"3048",9.5,"143","drought","18",13
"3049",10.6,"81","drought","19",13
"3050",9.3,"196","drought","19",13
"3051",10,"43","drought","20",13
"3052",9.5,"160","drought","20",13
"3053",10,"197","drought","21",13
"3054",11.8,"238","drought","21",13
"3055",12,"97","drought","22",13
"3056",9.5,"188","drought","22",13
"3057",9.4,"102","drought","23",13
"3058",9.1,"44","drought","23",13
"3059",11.6,"121","drought","24",13
"3060",10.3,"218","drought","24",13
"3061",11.2,"111","drought","2",13
"3062",12.5,"219","drought","2",13
"3063",8.9,"118","drought","25",13
"3064",7.9,"190","drought","25",13
"3065",10.4,"17","drought","26",13
"3066",11.8,"161","drought","26",13
"3067",9.7,"177","drought","27",13
"3068",10.2,"183","drought","27",13
"3069",14.1,"206","drought","28",13
"3070",13.3,"72","drought","28",13
"3071",11.1,"82","drought","29",13
"3072",14,"100","drought","29",13
"3073",12.2,"77","drought","30",13
"3074",10.6,"11","drought","30",13
"3075",9,"74","drought","31",13
"3076",12,"23","drought","31",13
"3077",11.4,"22","drought","32",13
"3078",11.2,"170","drought","32",13
"3079",11.2,"13","drought","33",13
"3080",10,"94","drought","33",13
"3081",8.6,"194","drought","34",13
"3082",8.3,"51","drought","34",13
"3083",9.6,"181","drought","3",13
"3084",10.8,"228","drought","3",13
"3085",10.9,"134","drought","35",13
"3086",10.8,"127","drought","35",13
"3087",9,"209","drought","36",13
"3088",9.8,"163","drought","36",13
"3089",11.6,"27","drought","37",13
"3090",8.7,"203","drought","37",13
"3091",9.6,"3","drought","38",13
"3092",12,"131","drought","38",13
"3093",10.4,"150","drought","39",13
"3094",11,"216","drought","39",13
"3095",10.8,"70","drought","40",13
"3096",7.3,"99","drought","40",13
"3097",10.4,"235","drought","41",13
"3098",8.7,"124","drought","41",13
"3099",11.6,"113","drought","42",13
"3100",10.2,"141","drought","42",13
"3101",10.4,"59","drought","43",13
"3102",9.5,"83","drought","43",13
"3103",9.4,"136","drought","44",13
"3104",9.9,"212","drought","44",13
"3105",10.5,"186","drought","45",13
"3106",11.3,"20","drought","45",13
"3107",8.1,"140","drought","46",13
"3108",7.1,"176","drought","46",13
"3109",14.3,"225","drought","47",13
"3110",11.3,"80","drought","47",13
"3111",8.7,"63","drought","48",13
"3112",9.4,"147","drought","48",13
"3113",10.3,"9","drought","4",13
"3114",8.6,"79","drought","4",13
"3115",11.2,"26","drought","5",13
"3116",11.3,"158","drought","5",13
"3117",10.2,"37","drought","6",13
"3118",10.6,"75","drought","6",13
"3119",12.5,"201","drought","7",13
"3120",11,"68","drought","7",13
"3122",14.3,"62","control","17",14
"3123",13.5,"35","control","17",14
"3124",14.2,"91","control","17",14
"3125",14.5,"76","control","17",14
"3126",13.1,"108","control","17",14
"3128",14.7,"237","control","31",14
"3129",17.5,"223","control","31",14
"3131",13.6,"28","control","31",14
"3132",17.4,"240","control","31",14
"3135",12.5,"157","control","48",14
"3136",12.8,"122","control","48",14
"3137",13.4,"7","control","48",14
"3138",11.8,"52","control","48",14
"3139",17.4,"57","control","5",14
"3140",15.2,"213","control","5",14
"3142",15,"31","control","5",14
"3143",15.8,"187","control","5",14
"3144",14.5,"104","control","5",14
"3145",10.3,"34","drought","17",14
"3146",9.3,"98","drought","17",14
"3148",11,"171","drought","17",14
"3150",9.2,"132","drought","17",14
"3151",12.6,"217","drought","31",14
"3152",14.4,"230","drought","31",14
"3155",15.8,"211","drought","31",14
"3156",11.2,"184","drought","31",14
"3157",10.1,"153","drought","48",14
"3158",9.5,"162","drought","48",14
"3159",13.7,"174","drought","48",14
"3160",9.5,"47","drought","48",14
"3163",12.2,"5","drought","5",14
"3164",13.9,"165","drought","5",14
"3167",11.5,"103","drought","5",14
"3168",13.3,"12","drought","5",14
"3169",10.5,"152","control","8",14
"3170",14.4,"180","control","8",14
"3171",12.1,"29","control","9",14
"3172",11,"109","control","9",14
"3173",14.6,"189","control","10",14
"3174",13.2,"227","control","10",14
"3175",16.9,"205","control","11",14
"3176",17.5,"159","control","11",14
"3177",16.5,"156","control","12",14
"3178",15,"168","control","12",14
"3179",12.6,"6","control","13",14
"3180",16.2,"231","control","13",14
"3181",12.1,"16","control","14",14
"3182",12.8,"88","control","14",14
"3183",17.2,"14","control","15",14
"3184",14.4,"64","control","15",14
"3185",14.1,"67","control","16",14
"3186",16.4,"195","control","16",14
"3187",14.5,"53","control","1",14
"3188",15.1,"204","control","1",14
"3189",14.3,"222","control","17",14
"3190",13.4,"175","control","17",14
"3191",13.5,"193","control","18",14
"3192",14.5,"154","control","18",14
"3193",14.1,"85","control","19",14
"3194",15.2,"210","control","19",14
"3195",13.1,"15","control","20",14
"3196",12,"36","control","20",14
"3197",13.5,"2","control","21",14
"3198",14.8,"207","control","21",14
"3199",12.9,"46","control","22",14
"3200",16,"40","control","22",14
"3201",12,"19","control","23",14
"3202",12.1,"55","control","23",14
"3203",14,"25","control","24",14
"3204",14.9,"93","control","24",14
"3205",13.7,"101","control","2",14
"3206",15.9,"236","control","2",14
"3207",10.6,"106","control","25",14
"3208",10.2,"116","control","25",14
"3209",12.7,"167","control","26",14
"3210",13.3,"144","control","26",14
"3211",11.8,"1","control","27",14
"3212",11.5,"24","control","27",14
"3213",18.7,"135","control","28",14
"3214",17.1,"4","control","28",14
"3215",17.6,"185","control","29",14
"3216",17.2,"126","control","29",14
"3217",12.7,"105","control","30",14
"3218",12.5,"142","control","30",14
"3219",12.3,"66","control","31",14
"3220",14.4,"200","control","31",14
"3221",12.6,"69","control","32",14
"3222",15.1,"234","control","32",14
"3223",13.7,"198","control","33",14
"3224",11.4,"84","control","33",14
"3225",12,"221","control","34",14
"3226",11.7,"56","control","34",14
"3227",12.2,"172","control","3",14
"3228",12.7,"220","control","3",14
"3229",12.1,"45","control","35",14
"3230",12.8,"8","control","35",14
"3231",10.9,"95","control","36",14
"3232",11.6,"164","control","36",14
"3233",12.1,"169","control","37",14
"3234",10.9,"78","control","37",14
"3235",14.3,"33","control","38",14
"3236",13,"120","control","38",14
"3237",16.1,"129","control","39",14
"3238",13.8,"71","control","39",14
"3239",12.7,"42","control","40",14
"3240",12,"114","control","40",14
"3241",11.9,"138","control","41",14
"3242",11.9,"87","control","41",14
"3243",3.7,"125","control","42",14
"3244",14.7,"18","control","42",14
"3245",6,"110","control","43",14
"3246",12.9,"107","control","43",14
"3247",10.3,"73","control","44",14
"3248",13.4,"224","control","44",14
"3249",14.6,"49","control","45",14
"3250",16.2,"229","control","45",14
"3251",13.5,"215","control","46",14
"3252",12.7,"32","control","46",14
"3253",16.3,"60","control","47",14
"3254",12.9,"96","control","47",14
"3255",9.5,"61","control","48",14
"3256",10.1,"166","control","48",14
"3257",13,"89","control","4",14
"3258",12.4,"90","control","4",14
"3259",14.1,"173","control","5",14
"3260",17,"182","control","5",14
"3261",14.2,"54","control","6",14
"3262",14.4,"155","control","6",14
"3263",18.7,"233","control","7",14
"3264",15.8,"192","control","7",14
"3265",9.9,"137","drought","8",14
"3266",10.4,"151","drought","8",14
"3267",9.3,"146","drought","9",14
"3268",9.2,"112","drought","9",14
"3269",7.7,"130","drought","10",14
"3270",9.5,"208","drought","10",14
"3271",12.6,"117","drought","11",14
"3272",12,"30","drought","11",14
"3273",11.2,"10","drought","12",14
"3274",10,"92","drought","12",14
"3275",12,"21","drought","13",14
"3276",10.2,"119","drought","13",14
"3277",10.5,"50","drought","14",14
"3278",9.8,"86","drought","14",14
"3279",14.4,"115","drought","15",14
"3280",13.5,"148","drought","15",14
"3281",14.3,"178","drought","16",14
"3282",12.2,"128","drought","16",14
"3283",11.5,"123","drought","1",14
"3284",10.3,"232","drought","1",14
"3285",10.8,"133","drought","17",14
"3286",11,"226","drought","17",14
"3287",10.3,"145","drought","18",14
"3288",9,"143","drought","18",14
"3289",10.3,"81","drought","19",14
"3290",9.5,"196","drought","19",14
"3291",10,"43","drought","20",14
"3292",9.7,"160","drought","20",14
"3293",9.9,"197","drought","21",14
"3294",11.8,"238","drought","21",14
"3295",10.7,"97","drought","22",14
"3296",9.5,"188","drought","22",14
"3297",9.8,"102","drought","23",14
"3298",9.1,"44","drought","23",14
"3299",11.5,"121","drought","24",14
"3300",11.3,"218","drought","24",14
"3301",10.6,"111","drought","2",14
"3302",12.4,"219","drought","2",14
"3303",8.7,"118","drought","25",14
"3304",8.3,"190","drought","25",14
"3305",10.4,"17","drought","26",14
"3306",11.8,"161","drought","26",14
"3307",8.6,"177","drought","27",14
"3308",9.5,"183","drought","27",14
"3309",14.1,"206","drought","28",14
"3310",13.4,"72","drought","28",14
"3311",11.2,"82","drought","29",14
"3312",13.9,"100","drought","29",14
"3313",11.9,"77","drought","30",14
"3314",9.7,"11","drought","30",14
"3315",9.1,"74","drought","31",14
"3316",11.3,"23","drought","31",14
"3317",11.2,"22","drought","32",14
"3318",11.5,"170","drought","32",14
"3319",11.1,"13","drought","33",14
"3320",10.3,"94","drought","33",14
"3321",8.5,"194","drought","34",14
"3322",8.1,"51","drought","34",14
"3323",9.4,"181","drought","3",14
"3324",11,"228","drought","3",14
"3325",11.2,"134","drought","35",14
"3326",9.6,"127","drought","35",14
"3327",8.5,"209","drought","36",14
"3328",9.4,"163","drought","36",14
"3329",11.3,"27","drought","37",14
"3330",8.9,"203","drought","37",14
"3331",9.5,"3","drought","38",14
"3332",12,"131","drought","38",14
"3333",10.5,"150","drought","39",14
"3334",10.2,"216","drought","39",14
"3335",10.6,"70","drought","40",14
"3336",7.4,"99","drought","40",14
"3337",10.3,"235","drought","41",14
"3338",9,"124","drought","41",14
"3339",11,"113","drought","42",14
"3340",9.9,"141","drought","42",14
"3341",10.2,"59","drought","43",14
"3342",9,"83","drought","43",14
"3343",9.3,"136","drought","44",14
"3344",10.2,"212","drought","44",14
"3345",10.6,"186","drought","45",14
"3346",10.9,"20","drought","45",14
"3347",8,"140","drought","46",14
"3348",6.8,"176","drought","46",14
"3349",14.6,"225","drought","47",14
"3350",11.5,"80","drought","47",14
"3351",8.8,"63","drought","48",14
"3352",9,"147","drought","48",14
"3353",10,"9","drought","4",14
"3354",8.7,"79","drought","4",14
"3355",10.8,"26","drought","5",14
"3356",11.2,"158","drought","5",14
"3357",10.4,"37","drought","6",14
"3358",10.3,"75","drought","6",14
"3359",12,"201","drought","7",14
"3360",10.8,"68","drought","7",14
"3362",14.3,"62","control","17",15
"3363",13.9,"35","control","17",15
"3364",14.9,"91","control","17",15
"3365",14.6,"76","control","17",15
"3366",12.8,"108","control","17",15
"3367",13.1,"149","control","31",15
"3368",15.5,"237","control","31",15
"3369",17.5,"223","control","31",15
"3371",13.5,"28","control","31",15
"3372",17.2,"240","control","31",15
"3375",13.4,"157","control","48",15
"3376",12.4,"122","control","48",15
"3377",14.1,"7","control","48",15
"3378",11.2,"52","control","48",15
"3379",17.4,"57","control","5",15
"3380",15.4,"213","control","5",15
"3382",15.2,"31","control","5",15
"3383",16.1,"187","control","5",15
"3384",14.7,"104","control","5",15
"3385",10.3,"34","drought","17",15
"3386",9.1,"98","drought","17",15
"3388",11,"171","drought","17",15
"3390",9.3,"132","drought","17",15
"3391",12.6,"217","drought","31",15
"3392",13.8,"230","drought","31",15
"3395",15.9,"211","drought","31",15
"3396",10.6,"184","drought","31",15
"3397",10.5,"153","drought","48",15
"3398",9.7,"162","drought","48",15
"3399",13.9,"174","drought","48",15
"3400",9.4,"47","drought","48",15
"3403",13.1,"5","drought","5",15
"3404",13.4,"165","drought","5",15
"3407",11.8,"103","drought","5",15
"3408",13.3,"12","drought","5",15
"3409",10.8,"152","control","8",15
"3410",14.1,"180","control","8",15
"3411",12.3,"29","control","9",15
"3412",11,"109","control","9",15
"3413",14.3,"189","control","10",15
"3414",13.2,"227","control","10",15
"3415",17.5,"205","control","11",15
"3416",17.7,"159","control","11",15
"3417",15.9,"156","control","12",15
"3418",14.4,"168","control","12",15
"3419",13,"6","control","13",15
"3420",16.5,"231","control","13",15
"3421",12.4,"16","control","14",15
"3422",12.6,"88","control","14",15
"3423",16.2,"14","control","15",15
"3424",14.7,"64","control","15",15
"3425",14.5,"67","control","16",15
"3426",16.8,"195","control","16",15
"3427",14.2,"53","control","1",15
